,Time,toolx,tooly,toolz,tool_qx,tool_qy,tool_qz,tool_qw,tool_angle,tool_fre,refx,refy,refz,ref_qx,ref_qy,ref_qz,ref_qw,ref_angle,ref_fre,fid1x,fid1y,fid1z,fid2x,fid2y,fid2z,fid3x,fid3y,fid3z,fid4x,fid4y,fid4z,Weights
0,2487249279.0,44.333900451660156,190.76419067382812,2551.65966796875,0.9286629402572338,-0.2144810196513708,0.08339839732612689,-0.29090847860715785,35.181726944097505,0.039201486855745316,-120.11107635498047,-487.1231994628906,2395.08935546875,0.38289216062805764,0.907314823741438,0.16551427098305815,0.05271081529978387,19.695739466689304,0.1120038852095604,44.31553268432617,190.7988739013672,2551.667236328125,37.14598846435547,138.9072723388672,2587.94189453125,163.138427734375,180.04295349121094,2563.52001953125,181.746337890625,136.99696350097656,2594.677978515625,2.0
1,2487252264.0,44.3270378112793,190.788818359375,2551.74560546875,0.9287871202249168,-0.21447218635193674,0.08315965611642705,-0.2905867137023364,35.17326562052068,0.016832109540700912,-120.11262512207031,-487.1321716308594,2395.11865234375,0.3829021118514954,0.9073798596975451,0.16514022537316791,0.052692209278296424,19.724554571379542,0.09875886142253876,44.3184700012207,190.80967712402344,2551.737548828125,37.14933395385742,138.9124755859375,2588.00439453125,163.13966369628906,180.0551300048828,2563.59033203125,181.73971557617188,136.9932403564453,2594.645751953125,2.0
2,2487255249.0,44.32689666748047,190.79458618164062,2551.729248046875,0.928863224478581,-0.21448201636047917,0.08314114096989386,-0.2903413948224067,35.13435057729271,0.013700840063393116,-120.11387634277344,-487.1229248046875,2395.099853515625,0.38288519243524105,0.9073494808039377,0.1653078149496827,0.05281264446337105,19.54470249668853,0.11421432346105576,44.32021713256836,190.80303955078125,2551.737060546875,37.152099609375,138.91098022460938,2587.94775390625,163.13999938964844,180.0543975830078,2563.572021484375,181.73365783691406,136.98983764648438,2594.613037109375,2.0
3,2487258234.0,44.32769012451172,190.78720092773438,2551.744873046875,0.9288341994486832,-0.21445746906757374,0.0831163771583156,-0.29045944939652246,35.15728387407401,0.011213863268494606,-120.10865020751953,-487.1344909667969,2395.12890625,0.3828975424919408,0.907363331731387,0.16529074063600524,0.05253786484955624,19.628986521711,0.10381286591291428,44.31973648071289,190.79861450195312,2551.74365234375,37.152950286865234,138.9091033935547,2587.983642578125,163.14230346679688,180.05308532714844,2563.583740234375,181.74371337890625,136.9885711669922,2594.622314453125,2.0
4,2487261219.0,44.33018493652344,190.77728271484375,2551.681884765625,0.9287553215803448,-0.21447663366567246,0.08328808508688613,-0.2906482773563109,35.17199553064222,0.024024885147809982,-120.11254119873047,-487.1209716796875,2395.075439453125,0.3828879171553243,0.9073504155213802,0.16527464269929262,0.05288060920845673,19.55931724508747,0.10363098978996277,44.31867218017578,190.80445861816406,2551.67822265625,37.1494255065918,138.90310668945312,2587.945068359375,163.13851928710938,180.05064392089844,2563.54443359375,181.7380828857422,136.99374389648438,2594.6328125,2.0
5,2487264204.0,44.3314208984375,190.77313232421875,2551.67431640625,0.9287237883262986,-0.21449038292242945,0.08336028145623965,-0.29071818674822264,35.16494210635972,0.03311287611722946,-120.11196899414062,-487.12384033203125,2395.102783203125,0.3828983137672312,0.9072984191143812,0.16561340039835676,0.05263707434165788,19.560744964287778,0.1198495551943779,44.317893981933594,190.8011016845703,2551.68212890625,37.14350509643555,138.90664672851562,2587.93505859375,163.134033203125,180.04833984375,2563.537109375,181.74249267578125,136.9932403564453,2594.665283203125,2.0
6,2487267189.0,44.32865524291992,190.78929138183594,2551.744140625,0.9288481480434687,-0.2144596385985642,0.0831738338635499,-0.2903967882894546,35.18189993545889,0.0217592716217041,-120.10979461669922,-487.12994384765625,2395.105224609375,0.38289085754550745,0.9073853630535261,0.1651293712402037,0.052713232476311135,19.679918499687062,0.09984861314296722,44.31973648071289,190.80165100097656,2551.72119140625,37.156394958496094,138.9075927734375,2587.9931640625,163.14028930664062,180.05642700195312,2563.625,181.73941040039062,136.99435424804688,2594.61181640625,2.0
7,2487270174.0,44.31912612915039,190.80116271972656,2551.722412109375,0.9288996311770792,-0.21445994219399508,0.08301228901298419,-0.2902780878159066,35.14055386782803,0.010137504898011684,-120.1126480102539,-487.13916015625,2395.157958984375,0.3828970982588536,0.9074333042458843,0.1648871778368007,0.05260065660580071,19.526462686169367,0.12202785909175873,44.316688537597656,190.80857849121094,2551.71875,37.14752960205078,138.91038513183594,2587.942626953125,163.13658142089844,180.05252075195312,2563.5546875,181.73422241210938,136.99388122558594,2594.546875,2.0
8,2487273160.0,44.32737731933594,190.77035522460938,2551.6962890625,0.9286986305039805,-0.2144408858293361,0.08325150492591196,-0.2908662013922064,35.184932598003655,0.03316280618309975,-120.11190032958984,-487.1233825683594,2395.10546875,0.3829101389133138,0.9073090475215375,0.1655441989164453,0.05258551138916218,19.68091671689035,0.10478916764259338,44.315372467041016,190.8031768798828,2551.6962890625,37.1467170715332,138.90589904785156,2587.980712890625,163.13795471191406,180.0525665283203,2563.529541015625,181.7473602294922,136.9977569580078,2594.657958984375,2.0
9,2487276145.0,44.32673645019531,190.77053833007812,2551.678466796875,0.9286575181172759,-0.21445014062037054,0.08327314770088395,-0.29098442244242484,35.16022501796169,0.0512191504240036,-120.11479187011719,-487.1130065917969,2395.07275390625,0.38286619836100233,0.9073623923784054,0.16521339934135967,0.053023539376419064,19.612009273929345,0.11570047587156296,44.314208984375,190.8039093017578,2551.705322265625,37.150390625,138.9167022705078,2587.95361328125,163.1327667236328,180.04757690429688,2563.4833984375,181.742431640625,137.00439453125,2594.680419921875,2.0
10,2487279130.0,44.33171463012695,190.778076171875,2551.712158203125,0.9286886663658664,-0.21446130184745765,0.08330660144484617,-0.2908671881274883,35.20940507088744,0.025307202711701393,-120.10960388183594,-487.1221008300781,2395.115478515625,0.38288659856997354,0.9073642439994685,0.16528197758835556,0.05262935712386584,19.494977546879397,0.1254919171333313,44.31764221191406,190.8087158203125,2551.69775390625,37.14902877807617,138.9166717529297,2588.00830078125,163.14378356933594,180.05906677246094,2563.57861328125,181.74256896972656,137.0058135986328,2594.675048828125,2.0
11,2487282115.0,44.32686996459961,190.78599548339844,2551.744140625,0.9287487034839791,-0.21445108292324525,0.08310248747492104,-0.29074138918522796,35.176749222067144,0.024094855412840843,-120.10894012451172,-487.1222229003906,2395.1083984375,0.3828878535028827,0.9073592403438636,0.1652962805443799,0.052661563219823536,19.547678549704244,0.11958954483270645,44.32215118408203,190.8134002685547,2551.740478515625,37.15046310424805,138.9131622314453,2588.017333984375,163.13922119140625,180.05287170410156,2563.559326171875,181.74668884277344,136.9970245361328,2594.644775390625,2.0
12,2487285100.0,44.328834533691406,190.77064514160156,2551.684326171875,0.9286891337112183,-0.21445310799443418,0.08327217064610835,-0.2908815961763821,35.202176829831586,0.028662677854299545,-120.11051177978516,-487.1133728027344,2395.0556640625,0.3828602077356448,0.907344939171551,0.16534342564482926,0.05296011979240621,19.561007628865696,0.11788564175367355,44.320289611816406,190.80259704589844,2551.6748046875,37.14855194091797,138.90806579589844,2587.978759765625,163.13555908203125,180.05255126953125,2563.534423828125,181.7431182861328,136.9967498779297,2594.64404296875,2.0
13,2487288085.0,44.322505950927734,190.8009033203125,2551.763427734375,0.9288887845881784,-0.21445752851514596,0.08300042088348591,-0.2903179713049755,35.109430767753054,0.022415274754166603,-120.11479187011719,-487.1341552734375,2395.1259765625,0.38290975588526316,0.9073542465017216,0.16528140240656863,0.05263504746553689,19.560131265006703,0.12022525072097778,44.31885528564453,190.81021118164062,2551.782958984375,37.151248931884766,138.91114807128906,2587.969482421875,163.14193725585938,180.05116271972656,2563.56201171875,181.73841857910156,136.9952392578125,2594.611328125,2.0
14,2487291070.0,44.331172943115234,190.77308654785156,2551.674560546875,0.9287039486518972,-0.21446640467682537,0.08327906638151267,-0.2908225131003342,35.17576552757939,0.03438083082437515,-120.10942840576172,-487.1280517578125,2395.109619140625,0.38291456908799737,0.9073236883878245,0.16546532378334824,0.05254887149824504,19.653397279940464,0.094704270362854,44.319759368896484,190.80531311035156,2551.678466796875,37.147666931152344,138.90664672851562,2587.951171875,163.13980102539062,180.05101013183594,2563.51318359375,181.74517822265625,136.9949493408203,2594.646728515625,2.0
15,2487294055.0,44.3259162902832,190.78053283691406,2551.699462890625,0.9287643316397902,-0.21445405728629688,0.08319534229119188,-0.2906627059121811,35.20119737742098,0.019848713651299477,-120.1095199584961,-487.1197814941406,2395.091796875,0.3828777194381921,0.9072893412016341,0.16569654286929536,0.05268167594978144,19.652499324368932,0.11342234909534454,44.31937026977539,190.80165100097656,2551.678955078125,37.145626068115234,138.90919494628906,2587.977783203125,163.13748168945312,180.05564880371094,2563.562744140625,181.7415008544922,136.9945526123047,2594.601806640625,2.0
16,2487297040.0,44.32288360595703,190.79153442382812,2551.7421875,0.9288673736561959,-0.2144444267458623,0.0830854927602185,-0.2903718148985386,35.12551917855811,0.019493313506245613,-120.11489868164062,-487.12286376953125,2395.102783203125,0.38286542227464054,0.9073595577517973,0.16527814344927766,0.052875671918983486,19.66820234176268,0.11269409209489822,44.316707611083984,190.80577087402344,2551.75341796875,37.154666900634766,138.90396118164062,2587.96142578125,163.13671875,180.0541229248047,2563.561279296875,181.73846435546875,136.99407958984375,2594.615478515625,2.0
17,2487300025.0,44.326900482177734,190.78298950195312,2551.725341796875,0.9287342175733685,-0.21445204252812533,0.08315576560213278,-0.29077172010190633,35.20525714203268,0.01979084312915802,-120.11680603027344,-487.13287353515625,2395.144775390625,0.38290530761644687,0.9074006866720096,0.1649961665574678,0.05276157927564677,19.574547139270607,0.11931131035089493,44.320228576660156,190.80914306640625,2551.7060546875,37.15066146850586,138.9139862060547,2588.0146484375,163.1412353515625,180.05479431152344,2563.570556640625,181.74050903320312,136.9989013671875,2594.62744140625,2.0
18,2487303010.0,44.32244110107422,190.7930908203125,2551.70556640625,0.9288025857467206,-0.21444551244774335,0.08308991488143497,-0.29057691743534336,35.13546464668366,0.02901637554168701,-120.11036682128906,-487.1247253417969,2395.121337890625,0.3828670368903752,0.9074439523245983,0.16481995265511856,0.052845895385174556,19.666669993008952,0.10021770000457764,44.319644927978516,190.81300354003906,2551.722412109375,37.15324020385742,138.91525268554688,2587.943359375,163.13255310058594,180.05674743652344,2563.50634765625,181.73841857910156,137.00210571289062,2594.604248046875,2.0
19,2487305995.0,44.328269958496094,190.7906036376953,2551.742431640625,0.9287572810574592,-0.21447525958750818,0.08320927364069632,-0.2906656028631773,35.18679202982051,0.016538258641958237,-120.10989379882812,-487.1166687011719,2395.103271484375,0.3828782279753997,0.9073436391305586,0.16540048462054927,0.05267316925171393,19.61115105349836,0.10787830501794815,44.315460205078125,190.81080627441406,2551.73291015625,37.14862060546875,138.92318725585938,2588.010498046875,163.14100646972656,180.056396484375,2563.60107421875,181.74078369140625,137.00335693359375,2594.6591796875,2.0
20,2487308981.0,44.33175277709961,190.7869110107422,2551.722900390625,0.9287718881306579,-0.2144628810181555,0.08327775737620324,-0.290608443803678,35.143271691590684,0.03419976681470871,-120.10993194580078,-487.1137390136719,2395.082275390625,0.38288180050454024,0.9073056213859084,0.1655828654789175,0.05272903283507828,19.57850634995029,0.10269120335578918,44.31844711303711,190.81057739257812,2551.73828125,37.154598236083984,138.9154815673828,2587.96435546875,163.13470458984375,180.06044006347656,2563.564697265625,181.7482452392578,137.0044403076172,2594.684326171875,2.0
